Experiment,Overpotential V at 2.0 mA/cm2,Overpotential V at 10.0 mA/cm2,Overpotential V at 50.0 mA/cm2
exp448,-0.5367000000000001,-0.6067000000000001,-0.6847
exp449,-0.2787,-0.3746999999999999,-0.5457
exp450,-0.1847000000000001,-0.2587,-0.3617
exp451,-0.2996999999999999,-0.5737,-0.6857000000000001
exp452,-0.4647,-0.5687000000000001,-0.6657000000000001
exp453,-0.5577,-0.6266999999999999,-0.7157000000000001
exp454,-0.3946999999999999,-0.5337,-0.6406999999999999
exp455,-0.5267000000000001,-0.6466999999999999,-0.7317000000000001
exp456,-0.6406999999999999,-0.6947,-0.7556999999999999
exp457,-0.6226999999999999,-0.6717000000000001,-0.7357000000000001
exp458,-0.6507,-0.7067,-0.7927000000000001
exp459,-0.1987,-0.2687,-0.3746999999999999
exp460,-0.6047000000000001,-0.6587,-0.7467
exp461,-0.6627,-0.7087,-0.7827000000000001
exp462,-0.2267,-0.3177,-0.4567
exp463,-0.4487,-0.5216999999999999,-0.6277
exp464,-0.6397,-0.7137000000000001,-0.8177
exp465,-0.2017000000000001,-0.2667,-0.3537
exp466,-0.2636999999999999,-0.3457,-0.4717000000000001
exp467,-0.4936999999999999,-0.5717,-0.6567
exp468,-0.5867000000000001,-0.6717000000000001,-0.7527
exp469,-0.1687,-0.2436999999999999,-0.3347000000000001
exp470,-0.5537,-0.6277,-0.7147
exp471,-0.3457,-0.4996999999999999,-0.6297
exp472,-0.5977,-0.6777000000000001,-0.7656999999999999
exp473,-0.5297,-0.6337,-0.7367
exp474,-0.2277000000000001,-0.3167000000000001,-0.4367
exp475,-0.2357000000000001,-0.3237,-0.4857000000000001
exp476,-0.6266999999999999,-0.7197000000000001,-0.8267000000000001
exp477,-0.5547000000000001,-0.6517000000000001,-0.7387
exp478,-0.7187,-0.7967000000000001,-0.9097
exp479,-0.2716999999999999,-0.3706999999999999,-0.5427000000000001
exp480,-0.5147,-0.5817,-0.6657000000000001
exp481,-0.6537000000000001,-0.7197000000000001,-0.8117
exp482,-0.2427,-0.3187000000000001,-0.4317000000000001
exp483,-0.4936999999999999,-0.6377,-0.7576999999999999
exp484,-0.4956999999999999,-0.5657,-0.6466999999999999
exp485,-0.5657,-0.6607,-0.7696999999999999
exp486,-0.2596999999999999,-0.3447000000000001,-0.4727
exp487,-0.6466999999999999,-0.6957000000000001,-0.7587
exp488,-0.3897,-0.5196999999999999,-0.6217
exp489,-0.2687,-0.3447000000000001,-0.4587
exp490,-0.3237,-0.4257000000000001,-0.5637
exp491,-0.5727000000000001,-0.6266999999999999,-0.7017000000000001
exp492,-0.5967000000000001,-0.6627,-0.7347
exp493,-0.2747,-0.4146999999999999,-0.6326999999999999
exp494,-0.3937,-0.5587000000000001,-0.6747
exp495,-0.5637,-0.6277,-0.7077000000000001
exp496,-0.2177000000000001,-0.3087000000000001,-0.4507
exp497,-0.3357,-0.4567,-0.6077
exp498,-0.2867,-0.3917,-0.5847000000000001
exp499,-0.4006999999999999,-0.5236999999999999,-0.6406999999999999
exp500,-0.3167000000000001,-0.3786999999999999,-0.4627
exp501,-0.3517,-0.4086999999999999,-0.5247
exp502,-0.2587,-0.3377,-0.4647
exp503,-0.6947,-0.7656999999999999,-0.8587000000000001
exp504,-0.5457,-0.6386999999999999,-0.7757
exp505,-0.0267000000000001,-0.0997000000000001,-0.3337
exp506,-0.4077,-0.5397,-0.6847
exp507,-0.0477,-0.2496999999999999,-0.3637
exp508,-0.6157,-0.6777000000000001,-0.7476999999999999
exp509,-0.3127000000000001,-0.4837000000000001,-0.6747
exp510,-0.4717000000000001,-0.5747000000000001,-0.7137000000000001
exp511,-0.7937,-0.8587000000000001,-0.9707
exp512,-0.2707,-0.3177,-0.3817
exp514,0.0032999999999998,-0.1517000000000001,-0.2427
exp515,-0.4887,-0.6107000000000001,-0.6827
exp516,-0.0777000000000001,-0.2656999999999999,-0.3826999999999999
exp517,-0.7277000000000001,-0.7747,-0.8357
exp518,-0.1297000000000001,-0.1937000000000001,-0.2456999999999999
exp519,-0.7217000000000001,-0.7647,-0.8387000000000001
exp520,-0.6346999999999999,-0.7277000000000001,-0.8137
exp521,-0.7227,-0.7957,-0.8857
exp522,-0.2167,-0.2987000000000001,-0.4266999999999999
exp523,-0.6507,-0.7157000000000001,-0.7817
exp524,-0.4557000000000001,-0.6186999999999999,-0.6847
exp525,-0.2676999999999999,-0.3397,-0.4367
exp526,-0.5087,-0.6047000000000001,-0.7067
exp527,-0.7127,-0.7627,-0.8177
exp528,-0.4527,-0.6226999999999999,-0.7767000000000001
exp529,-0.0607000000000002,-0.2836999999999999,-0.4237000000000001
exp530,-0.5997,-0.7197000000000001,-0.8277
exp531,-0.2636999999999999,-0.3477,-0.4647
exp532,-0.3617,-0.5136999999999999,-0.6687
exp533,-0.1827,-0.2847,-0.4457000000000001
exp534,-0.3187000000000001,-0.5957,-0.6887
exp535,-0.5016999999999999,-0.5767000000000001,-0.6627
exp536,-0.1887000000000001,-0.3357,-0.4767
exp537,-0.2936999999999999,-0.4057,-0.5807000000000001
exp538,-0.2167,-0.3187000000000001,-0.4527
exp539,-0.0567000000000001,-0.2787,-0.4627
exp540,-0.5627000000000001,-0.6237,-0.6787
exp541,-0.6186999999999999,-0.6967,-0.7387
exp542,-0.6486999999999999,-0.6837000000000001,-0.7217000000000001
exp543,-0.4337000000000001,-0.6397,-0.7077000000000001
exp544,-0.3547000000000001,-0.4827,-0.5847000000000001
exp545,-0.4807,-0.6426999999999999,-0.7547
exp546,-0.1977000000000001,-0.3217,-0.4297000000000001
exp547,-0.7367,-0.7807000000000001,-0.8307000000000001
exp548,,,
exp549,,,
exp550,,,
exp551,-0.0337,-0.1437000000000001,-0.3287000000000001
exp552,-0.1787,-0.3097,-0.4487
exp553,-0.2736999999999999,-0.4046999999999999,-0.5747000000000001
exp554,-0.6226999999999999,-0.7177000000000001,-0.7667
exp555,-0.1357000000000001,-0.3597,-0.5327000000000001
exp556,-0.7017000000000001,-0.7707,-0.8417
exp557,-0.4086999999999999,-0.5357,-0.7007
exp558,-0.2636999999999999,-0.4126999999999999,-0.5707000000000001
exp559,-0.2856999999999999,-0.3217,-0.3877
exp560,-0.7937,-0.8327000000000001,-0.8817
exp561,-0.7897,-0.8257,-0.8746999999999999
exp562,-0.2007,-0.3227000000000001,-0.4517000000000001
exp563,-0.2197000000000001,-0.3047000000000001,-0.4137
exp564,-0.1577000000000001,-0.2376999999999999,-0.3227000000000001
exp565,-0.2017000000000001,-0.3157,-0.4517000000000001
exp566,-0.0527000000000001,-0.2516999999999999,-0.3187000000000001
exp567,-0.2927,-0.4197000000000001,-0.5737
exp568,-0.3047000000000001,-0.4057,-0.5607000000000001
exp569,-0.3387000000000001,-0.4186999999999999,-0.5307000000000001
exp571,-0.2907,-0.3207000000000001,-0.4097
exp572,-0.7407,-0.8377,-0.9057
exp573,-0.2376999999999999,-0.3097,-0.4197000000000001
exp574,-0.2317000000000001,-0.3036999999999999,-0.4157
exp575,,,
exp576,-0.4327,-0.6567,-0.7837
exp577,-0.3327000000000001,-0.3937,-0.4827
exp578,-0.6226999999999999,-0.7177000000000001,-0.7647
exp579,-0.3417,-0.3957,-0.4767
exp580,-0.2716999999999999,-0.3467000000000001,-0.4896999999999999
exp581,,,
exp582,-0.4627,-0.5827000000000001,-0.6837000000000001
exp583,-0.4507,-0.5007,-0.5877
exp584,-0.3047000000000001,-0.3547000000000001,-0.4137
exp590,-0.6357,-0.7987000000000001,-0.9167
exp597,-0.8197,-0.9097,-1.0297
exp598,-0.8257,-0.9167,-1.0396999999999998
exp600,-0.8207000000000001,-0.9177,-1.0507
exp601,-0.8307000000000001,-0.9307,-1.0686999999999998
exp602,-0.8357,-0.9417,-1.0907
exp603,-0.8337,-0.9367,-1.0846999999999998
exp604,-0.8387000000000001,-0.9377,-1.1057
exp610,-0.3027000000000001,-0.3547000000000001,-0.5257
exp611,-0.0297,-0.0657,-0.3507000000000001
exp612,-0.1037000000000001,-0.3866999999999999,-0.4377000000000001
exp613,-0.2836999999999999,-0.3257,-0.3806999999999999
exp614,-0.0537,-0.0787000000000002,-0.2967000000000001
exp615,-0.2896999999999999,-0.3297,-0.3866999999999999
exp616,-0.0527000000000001,-0.0787000000000002,-0.1977000000000001
exp617,-0.1907000000000001,-0.4727,-0.5967000000000001
exp618,-0.2127,-0.2667,
exp619,-0.3857,-0.4347,-0.5277
exp620,-0.2536999999999999,-0.3007000000000001,-0.3567000000000001
exp621,-0.2407,-0.2847,-0.3377
exp622,-0.0937000000000001,-0.3547000000000001,-0.4907
exp623,-0.3077,-0.3477,-0.4046999999999999
exp624,-0.0447000000000001,-0.0847000000000002,-0.4186999999999999
exp625,0.0002999999999999,-0.2396999999999999,-0.3367000000000001
exp626,-0.0827000000000002,-0.0227000000000001,-0.4737000000000001
exp627,-0.2927,-0.3227000000000001,-0.4026999999999999
exp628,-0.0457,-0.0207000000000001,-0.3407000000000001
exp629,-0.3277,-0.3497,-0.3986999999999999
exp630,0.0042999999999999,-0.2567,-0.3047000000000001
exp631,-0.2656999999999999,-0.3127000000000001,-0.3746999999999999
exp632,-0.2327,-0.3557,-0.4427
exp633,-0.2167,-0.2887,-0.3497
exp634,-0.2767,-0.3177,-0.3777
exp635,-0.2736999999999999,-0.3117,-0.3886999999999999
exp636,-0.3467000000000001,-0.3986999999999999,-0.4927
exp637,-0.0517,-0.0707000000000002,0.0012999999999998
exp638,-0.2987000000000001,-0.3397,-0.4887
exp639,-0.0327000000000001,-0.2237000000000001,-0.3117
exp640,-0.2796999999999999,-0.3407000000000001,-0.4166999999999999
exp641,0.0032999999999998,-0.1926999999999999,-0.2716999999999999
exp642,-0.0387000000000001,-0.2916999999999999,-0.3307000000000001
exp643,0.0052999999999998,-0.2496999999999999,-0.3317
exp644,-0.0087000000000001,-0.2716999999999999,-0.3087000000000001
exp645,-0.0407000000000001,-0.1167,-0.4157
exp646,-0.1627,-0.2676999999999999,-0.3287000000000001
exp647,-0.1147,-0.2856999999999999,-0.3247000000000001
exp648,-0.3706999999999999,-0.4126999999999999,-0.4777000000000001
exp649,-0.0077,-0.2227,-0.2867
exp650,-0.0297,-0.0727000000000002,-0.4257000000000001
exp651,-0.1377000000000001,-0.2487,-0.3117
exp652,-0.0127000000000001,-0.1137000000000001,-0.3217
exp653,-0.0337,-0.2496999999999999,-0.2996999999999999
exp654,-0.2267,-0.2636999999999999,-0.3127000000000001
exp655,-0.3977,-0.4537000000000001,-0.5367000000000001
exp656,-0.7057000000000001,-0.7987000000000001,-0.9257
exp657,-0.1627,-0.3957,-0.4837000000000001
exp658,-0.0817000000000001,-0.3067000000000001,-0.3607000000000001
exp659,-0.1087000000000002,-0.2327,-0.2976999999999999
exp660,-0.2307,-0.3007000000000001,-0.4006999999999999
exp661,-0.0157,-0.2496999999999999,-0.3027000000000001
exp662,-0.3797,-0.4417000000000001,-0.5647000000000001
exp663,-0.0577,-0.2227,-0.2896999999999999
exp664,-0.0647000000000002,-0.0507000000000001,-0.1887000000000001
exp665,-0.0117,-0.2407,-0.2987000000000001
exp666,-0.0227000000000001,-0.2856999999999999,-0.3307000000000001
exp667,-0.0797000000000001,-0.0997000000000001,-0.1747
exp668,-0.0707000000000002,-0.0907000000000002,-0.2207
exp669,-0.0887000000000002,-0.1007000000000002,-0.1787
exp670,-0.3317,-0.3717,-0.4297000000000001
exp671,-0.0677000000000001,-0.0987000000000002,-0.3837
exp672,-0.0867000000000002,-0.0977000000000001,-0.1607
exp673,-0.0867000000000002,-0.0707000000000002,-0.1687
exp674,-0.0537,-0.0737000000000001,-0.1807
exp675,-0.0657,-0.0547000000000001,-0.1687
exp676,-0.4226999999999999,-0.4377000000000001,-0.5136999999999999
exp677,-0.0897000000000001,-0.0747000000000002,-0.1637000000000001
exp678,-0.0147000000000001,0.0012999999999998,-0.4317000000000001
exp679,-0.0577,-0.1327,-0.4306999999999999
exp680,-0.2747,-0.3067000000000001,-0.3557
exp681,-0.0787000000000002,-0.0677000000000001,-0.1607
exp682,-0.0517,-0.0397,-0.1797000000000002
exp683,-0.4387,-0.4987,-0.5947000000000001
exp684,-0.0797000000000001,-0.0927000000000002,-0.1727
exp685,-0.0497,-0.0657,-0.0027000000000001
exp686,-0.0727000000000002,-0.0857000000000001,-0.0197
exp687,-0.0677000000000001,-0.2197000000000001,-0.4277000000000001
exp688,-0.0637,-0.0847000000000002,-0.1697000000000001
exp689,-0.0727000000000002,-0.0877000000000001,-0.1617000000000001
exp690,-0.0377,-0.2037000000000001,-0.4687
exp691,-0.0407000000000001,-0.0627000000000002,-0.1877000000000002
exp692,-0.0757000000000001,-0.0567000000000001,-0.1657000000000001
exp693,-0.0777000000000001,-0.0617,-0.1657000000000001
exp694,-0.0537,-0.0697000000000001,-0.1697000000000001
exp695,-0.0737000000000001,-0.0937000000000001,-0.1667
exp696,-0.0247000000000001,-0.0837000000000001,-0.3697
exp697,-0.0427000000000001,-0.0677000000000001,-0.2267
exp698,-0.0797000000000001,-0.0927000000000002,-0.1667
exp699,-0.4617000000000001,-0.5497,-0.6817000000000001
exp700,-0.0507000000000001,-0.0687000000000002,-0.1597000000000001
exp701,-0.0557,-0.0787000000000002,-0.1737000000000002
exp702,-0.0627000000000002,-0.0467000000000001,-0.1847000000000001
exp703,-0.0277,-0.1157000000000001,-0.3886999999999999
exp704,-0.0597,-0.0777000000000001,-0.1667
exp705,-0.0557,-0.0657,-0.0137
exp706,-0.2736999999999999,-0.3137,-0.3666999999999999
exp707,-0.0347000000000001,-0.0537,-0.4106999999999999
exp708,-0.0397,-0.0287000000000001,-0.2047
exp709,-0.0757000000000001,-0.0537,-0.1797000000000002
exp710,-0.0587000000000001,-0.0447000000000001,-0.1587
exp711,-0.0427000000000001,-0.0677000000000001,-0.2427
exp712,-0.0417,-0.0637,-0.3357
exp713,-0.0687000000000002,-0.0547000000000001,-0.1767
exp714,-0.0567000000000001,-0.0397,-0.0067000000000001
exp715,-0.0747000000000002,-0.0597,-0.1597000000000001
exp716,-0.0467000000000001,-0.0667000000000002,-0.2137000000000001
exp717,-0.3706999999999999,-0.4146999999999999,-0.4807
exp718,-0.0627000000000002,-0.0517,-0.1697000000000001
exp719,-0.0697000000000001,-0.0497,-0.0107000000000001
exp720,-0.0357,-0.0947000000000002,-0.3257
exp721,-0.0347000000000001,-0.1507,-0.3917
exp722,-0.0677000000000001,-0.3857,-0.4337000000000001
exp723,-0.0607000000000002,-0.0427000000000001,-0.1957000000000001
exp724,-0.0617,-0.0447000000000001,-0.1697000000000001
exp725,-0.4487,-0.5287000000000001,-0.6386999999999999
exp726,-0.0027000000000001,-0.2987000000000001,-0.3397
exp727,-0.0367000000000001,-0.0697000000000001,-0.3866999999999999
exp728,-0.0537,-0.0667000000000002,-0.1657000000000001
exp729,-0.5877,-0.6977000000000001,-0.8617
exp730,-0.4046999999999999,-0.4627,-0.5817
exp731,-0.3497,-0.4057,-0.4757000000000001
exp732,-0.4297000000000001,-0.4896999999999999,-0.5817
exp733,-0.2107,-0.2867,-0.3786999999999999
exp734,-0.3877,-0.4477000000000001,-0.5437
exp735,-0.3657,-0.4367,-0.5387000000000001
exp736,-0.0087000000000001,-0.2776999999999999,-0.3177
exp737,-0.2436999999999999,-0.3147000000000001,-0.4037
exp738,-0.3177,-0.3937,-0.5067
exp739,-0.3056999999999999,-0.3846999999999999,-0.4876999999999999
exp740,-0.0967000000000002,-0.0347000000000001,-0.4327
exp741,-0.3917,-0.4357000000000001,-0.5187
exp742,-0.3397,-0.4086999999999999,-0.4717000000000001
exp743,-0.1897000000000002,-0.3107000000000001,-0.4097
exp744,-0.4367,-0.4996999999999999,-0.5917
exp745,-0.1527,-0.2297000000000001,-0.3157
exp746,-0.4767,-0.5757,-0.6917000000000001
exp747,-0.0047000000000001,-0.2687,
exp748,-0.3926999999999999,-0.4497000000000001,-0.5267000000000001
exp749,-0.4037,-0.4677000000000001,-0.5507000000000001
exp750,-0.0347000000000001,-0.0687000000000002,-0.3957
exp751,0.0072999999999998,-0.2616999999999999,-0.3487000000000001
exp752,-0.0577,-0.0427000000000001,-0.1607
exp753,-0.0167000000000001,-0.0497,-0.3297
exp754,-0.0047000000000001,-0.3247000000000001,-0.4077
exp755,-0.2847,-0.3187000000000001,-0.3886999999999999
exp756,0.0072999999999998,-0.2337000000000001,-0.3147000000000001
exp757,-0.0337,-0.0197,-0.2127
exp758,-0.0087000000000001,-0.2576999999999999,-0.2956999999999999
exp759,-0.5697,-0.6237,-0.6817000000000001
exp760,-0.3547000000000001,-0.4086999999999999,-0.4767
exp761,-0.0407000000000001,-0.3036999999999999,-0.4447
exp762,-0.2676999999999999,-0.3717,-0.4497000000000001
exp763,-0.0377,-0.0687000000000002,-0.3866999999999999
exp764,-0.2077000000000001,-0.3497,-0.4387
exp765,-0.5056999999999999,-0.5777,-0.6527
exp766,-0.0487000000000001,-0.1107000000000002,-0.3817
exp767,-0.4876999999999999,-0.5437,-0.6237
exp768,-0.0157,-0.2827,-0.3697
exp769,-0.0057,-0.3087000000000001,-0.3467000000000001
exp770,-0.2447,-0.3397,-0.4357000000000001
exp771,-0.3657,-0.4457000000000001,-0.5487000000000001
exp772,-0.0517,-0.0767000000000002,-0.1697000000000001
exp773,-0.0567000000000001,-0.0747000000000002,-0.0107000000000001
exp774,-0.4226999999999999,-0.4876999999999999,-0.5657
exp775,-0.5187,-0.5777,-0.6477
exp776,0.0032999999999998,-0.2636999999999999,-0.3447000000000001
exp777,0.0092999999999998,-0.2687,-0.3467000000000001
exp778,-0.0507000000000001,-0.1117000000000001,-0.3826999999999999
exp779,-0.2927,-0.3717,-0.4876999999999999
exp780,0.0082999999999999,-0.2287,-0.3137
exp781,-0.2556999999999999,-0.3277,-0.4226999999999999
exp782,-0.3997,-0.4647,-0.5527000000000001
exp783,-0.1217000000000001,-0.2856999999999999,-0.3277
exp784,0.0072999999999998,-0.2587,-0.3457
exp785,-0.1057000000000001,-0.2017000000000001,-0.2887
exp786,-0.0637,-0.2636999999999999,-0.4206999999999999
exp787,-0.0337,-0.2936999999999999,-0.3857
exp788,-0.3877,-0.4627,-0.5537
exp789,0.0002999999999999,-0.1887000000000001,-0.3157
exp790,-0.0107000000000001,-0.1777000000000002,-0.2907
exp791,0.0062999999999999,-0.1037000000000001,-0.2607
exp792,-0.0217,-0.2427,-0.3677
exp793,-0.1297000000000001,-0.2967000000000001,-0.4017
exp794,-0.0387000000000001,-0.1857000000000002,-0.3717
exp795,-0.3857,-0.6437,-0.7567
exp796,-0.0517,-0.2716999999999999,-0.3826999999999999
exp797,-0.0097,-0.2487,-0.3487000000000001
exp798,-0.0027000000000001,-0.0187000000000001,-0.2427
exp800,-0.2287,-0.3167000000000001,-0.4026999999999999
exp801,-0.3297,-0.3766999999999999,-0.4437000000000001
exp802,-0.0587000000000001,-0.1227,
exp803,-0.0007000000000001,-0.1587,-0.3966999999999999
exp804,-0.0867000000000002,-0.3157,-0.4357000000000001
exp805,0.0052999999999998,-0.3007000000000001,-0.3897
exp806,-0.4467,-0.5187,-0.6166999999999999
exp807,-0.0307000000000001,-0.1627,-0.3977
exp808,-0.0327000000000001,-0.2047,-0.3897
exp809,-0.2836999999999999,-0.3237,-0.3806999999999999
exp810,-0.2767,-0.3497,-0.4467
exp811,-0.0377,-0.0637,-0.3447000000000001
exp812,-0.3986999999999999,-0.5156999999999999,-0.6947
exp813,-0.0327000000000001,-0.0497,-0.3357
exp814,-0.4277000000000001,-0.5387000000000001,-0.6737000000000001
exp815,-0.0327000000000001,-0.0527000000000001,-0.2867
exp816,-0.0417,-0.0577,-0.1797000000000002
exp817,-0.0477,-0.0617,-0.1687
exp818,-0.0487000000000001,-0.3077,-0.3957
exp819,-0.2137000000000001,-0.3646999999999999,-0.4587
exp820,-0.4507,-0.5047,-0.5767000000000001
exp821,-0.0427000000000001,-0.0657,-0.1757000000000002
exp822,-0.0317,-0.1447,-0.3946999999999999
exp823,-0.0387000000000001,-0.1177000000000001,-0.4146999999999999
exp824,-0.6557000000000001,-0.7247,-0.7997
exp825,-0.5867000000000001,-0.6537000000000001,-0.7476999999999999
exp826,-0.0287000000000001,-0.0517,-0.3487000000000001
exp827,-0.0317,-0.0117,-0.3626999999999999
exp828,-0.0437,-0.0607000000000002,-0.1867000000000001
exp829,-0.0477,-0.0597,-0.1527
exp830,-0.0527000000000001,-0.0317,0.0052999999999998
exp831,-0.0407000000000001,-0.0627000000000002,-0.3537
exp832,-0.0437,-0.0677000000000001,-0.1867000000000001
exp833,-0.0497,-0.0297,-0.2487
exp834,-0.0417,-0.3287000000000001,-0.4026999999999999
exp835,-0.0287000000000001,-0.1427,-0.3917
exp836,-0.0577,-0.0797000000000001,-0.1637000000000001
exp837,-0.0387000000000001,-0.0727000000000002,-0.3427000000000001
exp838,-0.0617,-0.0727000000000002,-0.1467
exp839,-0.0707000000000002,-0.0807000000000002,-0.1377000000000001
exp840,-0.0777000000000001,-0.0907000000000002,-0.1887000000000001
exp841,-0.0307000000000001,-0.1647,-0.4057
exp842,-0.3977,-0.4117,-0.4887
exp843,-0.0457,-0.0607000000000002,0.0002999999999999
exp844,-0.0857000000000001,-0.0947000000000002,-0.1417000000000001
exp845,-0.2337000000000001,-0.3567000000000001,-0.4277000000000001
exp846,-0.0967000000000002,-0.3797,-0.4367
exp847,-0.0527000000000001,-0.0267000000000001,-0.2127
exp848,-0.0567000000000001,-0.3657,-0.3986999999999999
exp849,-0.5327000000000001,-0.6107000000000001,-0.7267
exp850,-0.0437,-0.0177,-0.3117
exp851,-0.0497,-0.0047000000000001,-0.3986999999999999
exp852,-0.0337,-0.1807,-0.4146999999999999
exp853,-0.0207000000000001,-0.0737000000000001,-0.3877
exp854,-0.6397,-0.6887,-0.7547
exp855,-0.0437,-0.0737000000000001,-0.3646999999999999
exp856,-0.0437,-0.1277000000000001,-0.3877
exp857,-0.0407000000000001,-0.1127,-0.3857
exp858,-0.0117,-0.0897000000000001,-0.4106999999999999
exp859,-0.0767000000000002,-0.2927,-0.3547000000000001
exp860,-0.4297000000000001,-0.5497,-0.6657000000000001
exp861,-0.0187000000000001,-0.0817000000000001,-0.3387000000000001
exp862,0.0102999999999999,-0.1587,-0.2927
exp863,-0.1417000000000001,-0.2357000000000001,-0.3287000000000001
exp864,-0.1257000000000001,-0.4377000000000001,-0.5397
exp865,0.0102999999999999,-0.2927,-0.3937
exp866,-0.2067,-0.2856999999999999,-0.4066999999999999
exp867,-0.0397,-0.2376999999999999,-0.3377
exp868,-0.4457000000000001,-0.5357,-0.6426999999999999
exp869,-0.3397,-0.3977,-0.5047
exp870,0.0052999999999998,-0.2007,-0.2876999999999999
