Experiment,Overpotential V at 2.0 mA/cm2,Overpotential V at 10.0 mA/cm2,Overpotential V at 50.0 mA/cm2
exp871,-0.3087000000000001,-0.3706999999999999,-0.4507
exp872,-0.4477000000000001,-0.5227,-0.6397
exp873,-0.1357000000000001,-0.2107,-0.3016999999999999
exp874,-0.0247000000000001,-0.2007,-0.3327000000000001
exp875,-0.2927,-0.3746999999999999,-0.4587
exp876,0.0102999999999999,-0.2907,-0.3567000000000001
exp877,-0.0827000000000002,-0.1307,-0.2516999999999999
exp878,-0.4277000000000001,-0.5147,-0.5967000000000001
exp879,-0.3577,-0.4387,-0.5417
exp880,-0.0077,-0.2247,-0.2636999999999999
exp881,-0.2317000000000001,-0.3077,-0.4137
exp882,-0.1417000000000001,-0.2317000000000001,-0.3127000000000001
exp883,-0.2516999999999999,-0.3036999999999999,-0.3757
exp884,-0.5957,-0.6426999999999999,-0.7037000000000001
exp885,-0.0717000000000001,-0.1277000000000001,-0.3877
exp886,-0.0317,-0.0657,-0.3497
exp887,-0.0277,0.0042999999999999,-0.3407000000000001
exp888,-0.2967000000000001,-0.3766999999999999,-0.4707
exp889,0.0122999999999999,-0.3237,-0.3886999999999999
exp890,-0.0647000000000002,-0.1377000000000001,-0.2756999999999999
exp891,-0.0247000000000001,-0.1807,-0.2387
exp892,-0.3187000000000001,-0.3666999999999999,-0.4367
exp893,-0.0097,-0.2147,-0.2967000000000001
exp894,-0.0087000000000001,-0.0827000000000002,-0.2816999999999999
exp895,-0.0287000000000001,-0.1377000000000001,-0.2367
exp896,-0.0157,-0.1007000000000002,-0.3347000000000001
exp897,-0.3267000000000001,-0.3937,-0.4597000000000001
exp898,-0.2017000000000001,-0.2656999999999999,-0.3497
exp899,-0.1817000000000002,-0.2427,-0.2936999999999999
exp900,-0.2317000000000001,-0.2696999999999999,-0.3377
exp901,-0.0157,-0.0767000000000002,-0.3016999999999999
exp902,-0.0477,-0.1197000000000001,-0.3517
exp903,-0.1547,-0.2496999999999999,-0.3127000000000001
exp904,-0.3637,-0.4266999999999999,-0.5307000000000001
exp905,-0.0207000000000001,-0.2077000000000001,-0.2567
exp906,-0.5467000000000001,-0.6077,-0.6807
exp907,0.0062999999999999,-0.2536999999999999,-0.3297
exp908,-0.0617,-0.1827,-0.2536999999999999
exp909,0.0032999999999998,-0.2967000000000001,-0.3447000000000001
exp910,-0.0177,-0.2147,-0.2647
exp911,-0.5877,-0.6346999999999999,-0.6977000000000001
exp912,-0.2967000000000001,-0.3837,-0.5397
exp913,-0.2787,-0.3327000000000001,-0.4006999999999999
exp914,0.0042999999999999,-0.2607,-0.3367000000000001
exp915,-0.2887,-0.4017,-0.5407000000000001
exp916,-0.0737000000000001,-0.2496999999999999,-0.3407000000000001
exp917,-0.0727000000000002,-0.2297000000000001,-0.2876999999999999
exp918,-0.2027,-0.2536999999999999,-0.3157
exp919,-0.1897000000000002,-0.2587,-0.3507000000000001
exp920,-0.5767000000000001,-0.6457,-0.7327
exp921,-0.2376999999999999,-0.2876999999999999,-0.3457
exp922,-0.1187,-0.2057000000000001,-0.3016999999999999
exp923,-0.3047000000000001,-0.3637,-0.4377000000000001
exp924,-0.2007,-0.2396999999999999,-0.2927
exp925,-0.1767,-0.2427,-0.2956999999999999
exp926,-0.1717000000000001,-0.2376999999999999,-0.3247000000000001
exp927,-0.2207,-0.2827,-0.3786999999999999
exp928,-0.1946999999999999,-0.2407,-0.3016999999999999
exp929,-0.1907000000000001,-0.2496999999999999,-0.3127000000000001
exp930,-0.2467,-0.2987000000000001,-0.3547000000000001
exp931,-0.0847000000000002,-0.2807,-0.3317
exp932,-0.0927000000000002,-0.2227,-0.2707
exp933,-0.3097,-0.3487000000000001,-0.4066999999999999
exp934,-0.2087,-0.2467,-0.2967000000000001
exp935,-0.4186999999999999,-0.4947,-0.5827000000000001
exp936,-0.2847,-0.3726999999999999,-0.5096999999999999
exp937,-0.3127000000000001,-0.3517,-0.4086999999999999
exp938,-0.1767,-0.2327,-0.2867
exp939,-0.2147,-0.2696999999999999,-0.3367000000000001
exp940,-0.6057,-0.6907,-0.7636999999999999
exp941,-0.2756999999999999,-0.3137,-0.3706999999999999
exp942,-0.2927,-0.3557,-0.4717000000000001
exp943,-0.4847,-0.5447000000000001,-0.6166999999999999
exp944,-0.6857000000000001,-0.7317000000000001,-0.8657
exp945,-0.2387,-0.2667,-0.3157
exp946,-0.2627,-0.2936999999999999,-0.4086999999999999
exp947,-0.5076999999999999,-0.5987000000000001,-0.7496999999999999
exp948,-0.2416999999999999,-0.2847,-0.3287000000000001
exp949,-0.4827,-0.5987000000000001,-0.7887000000000001
exp950,-0.2616999999999999,-0.2856999999999999,-0.3717
exp951,-0.2647,-0.3087000000000001,-0.5247
exp952,-0.5907000000000001,-0.7137000000000001,-0.8337
exp953,-0.2507,-0.2736999999999999,-0.3377
exp954,-0.0157,-0.1607,-0.2747
exp955,-0.2456999999999999,-0.2927,-0.3517
exp956,-0.3177,-0.3587000000000001,-0.4157
exp957,-0.2596999999999999,-0.3327000000000001,-0.4347
exp958,-0.3626999999999999,-0.5167,-0.6426999999999999
exp959,-0.2507,-0.2867,-0.3377
exp960,-0.3067000000000001,-0.3457,-0.4146999999999999
exp961,-0.3297,-0.4097,-0.5517
exp962,-0.2297000000000001,-0.3027000000000001,-0.4197000000000001
exp963,-0.2656999999999999,-0.3297,-0.4507
exp964,-0.2097000000000001,-0.3047000000000001,-0.4347
exp965,-0.5587000000000001,-0.6597000000000001,-0.7576999999999999
exp966,-0.3047000000000001,-0.3457,-0.4086999999999999
exp967,-0.2947000000000001,-0.3317,-0.3866999999999999
exp968,-0.3007000000000001,-0.3857,-0.5176999999999999
exp969,-0.2916999999999999,-0.3307000000000001,-0.3897
exp970,-0.3746999999999999,-0.4266999999999999,-0.5036999999999999
exp971,-0.2776999999999999,-0.3127000000000001,-0.3617
exp972,-0.3167000000000001,-0.3646999999999999,-0.4327
exp973,-0.7147,-0.7687,-0.8307000000000001
exp974,-0.4677000000000001,-0.5407000000000001,-0.6607
exp975,-0.6597000000000001,-0.7327,-0.8357
exp976,-0.2596999999999999,-0.2927,-0.3407000000000001
exp977,-0.7087,-0.7616999999999999,-0.8257
exp978,-0.2867,-0.3267000000000001,-0.3837
exp979,-0.6226999999999999,-0.6827,-0.7667
exp980,-0.5527000000000001,-0.6277,-0.7367
exp981,-0.5417,-0.6386999999999999,-0.7357000000000001
exp982,0.0082999999999999,-0.3067000000000001,-0.3886999999999999
exp983,-0.0207000000000001,-0.2936999999999999,-0.3766999999999999
exp984,0.0002999999999999,-0.2587,-0.3367000000000001
exp985,-0.4587,-0.5277,-0.6477
exp986,-0.3127000000000001,-0.3857,-0.4876999999999999
exp987,-0.4327,-0.5056999999999999,-0.6166999999999999
exp988,-0.3427000000000001,-0.4137,-0.5167
exp989,-0.5667000000000001,-0.6587,-0.7757
exp990,-0.0257,-0.0047000000000001,-0.3287000000000001
exp991,-0.1897000000000002,-0.3577,-0.3937
exp992,-0.1257000000000001,-0.4077,
exp993,-0.0837000000000001,-0.2736999999999999,-0.3167000000000001
exp994,-0.0607000000000002,-0.0737000000000001,-0.1517000000000001
exp995,-0.0067000000000001,-0.1027000000000002,-0.3127000000000001
exp996,0.0002999999999999,-0.3227000000000001,-0.3797
exp997,-0.5407000000000001,-0.6107000000000001,-0.7097000000000001
exp998,-0.0217,-0.0527000000000001,-0.3507000000000001
exp999,-0.2057000000000001,-0.2767,-0.3706999999999999
exp1000,-0.0117,-0.2727,-0.3917
exp1001,-0.0087000000000001,-0.2507,-0.3507000000000001
exp1002,-0.0457,-0.0637,-0.3297
exp1003,-0.0307000000000001,0.0082999999999999,-0.3977
exp1004,-0.0307000000000001,-0.2876999999999999,-0.3706999999999999
exp1005,-0.0437,-0.0567000000000001,-0.1687
exp1006,-0.2887,-0.3657,-0.4657000000000001
exp1007,-0.4577000000000001,-0.5136999999999999,-0.5847000000000001
exp1008,-0.2727,-0.3677,-0.4277000000000001
exp1009,-0.0517,-0.3207000000000001,-0.4166999999999999
exp1010,-0.0457,-0.2436999999999999,-0.4106999999999999
exp1011,-0.0437,-0.0657,-0.3277
exp1012,-0.1547,-0.2387,-0.3157
exp1013,-0.2696999999999999,-0.3357,-0.4266999999999999
exp1014,-0.2787,-0.3117,-0.4226999999999999
exp1015,-0.0027000000000001,-0.3946999999999999,-0.4337000000000001
exp1016,-0.0097,-0.2357000000000001,-0.3187000000000001
exp1017,-0.0057,-0.2927,-0.3966999999999999
exp1018,-0.2247,-0.2836999999999999,-0.3327000000000001
exp1019,-0.4407,-0.5147,-0.6457
exp1020,-0.0307000000000001,-0.3227000000000001,-0.3637
exp1021,-0.0427000000000001,-0.3097,-0.4166999999999999
exp1022,-0.3857,-0.4747,-0.5867000000000001
exp1023,-0.0527000000000001,0.0032999999999998,-0.4126999999999999
exp1024,-0.0257,-0.1517000000000001,-0.3866999999999999
exp1025,-0.1926999999999999,-0.2836999999999999,-0.3737
exp1026,-0.2756999999999999,-0.3437,-0.4387
exp1027,0.0042999999999999,-0.2616999999999999,-0.3417
exp1028,-0.2207,-0.3077,-0.3977
exp1029,-0.0277,-0.1217000000000001,-0.3347000000000001
exp1030,-0.3317,-0.4157,-0.5327000000000001
exp1031,-0.0467000000000001,-0.0767000000000002,-0.3726999999999999
exp1032,-0.2627,-0.2916999999999999,-0.3307000000000001
exp1033,-0.0097,-0.3367000000000001,-0.4086999999999999
exp1034,-0.1697000000000001,-0.2516999999999999,-0.3297
exp1035,-0.0467000000000001,-0.3746999999999999,-0.4197000000000001
exp1036,-0.5167,-0.5987000000000001,-0.6817000000000001
exp1037,-0.0717000000000001,-0.3567000000000001,-0.4206999999999999
exp1038,-0.6446999999999999,-0.6837000000000001,-0.7427
exp1039,-0.0507000000000001,-0.0637,-0.0167000000000001
exp1040,-0.2667,-0.3397,-0.4337000000000001
exp1041,-0.3337,-0.3757,-0.4397000000000001
exp1042,-0.2847,-0.3297,-0.3886999999999999
exp1043,-0.2467,-0.3217,-0.4126999999999999
exp1044,-0.4397000000000001,-0.5007,-0.5857
exp1045,-0.2916999999999999,-0.3287000000000001,-0.3806999999999999
exp1046,-0.0207000000000001,-0.1177000000000001,-0.3447000000000001
exp1047,-0.2747,-0.3097,-0.3557
exp1048,-0.3766999999999999,-0.4257000000000001,-0.4947
exp1049,-0.2876999999999999,-0.3247000000000001,-0.3777
exp1050,-0.4787,-0.5647000000000001,-0.6787
exp1051,-0.4126999999999999,-0.4697000000000001,-0.5507000000000001
exp1052,-0.1367,-0.3637,-0.5067
exp1053,-0.6667,-0.7117000000000001,-0.7547
exp1054,-0.0257,0.0092999999999998,-0.4157
exp1055,-0.0427000000000001,-0.0557,-0.1627
exp1056,-0.4577000000000001,-0.5096999999999999,-0.5807000000000001
exp1057,-0.3946999999999999,-0.4467,-0.5216999999999999
exp1058,-0.5917,-0.6477,-0.7137000000000001
exp1059,-0.3036999999999999,-0.3777,-0.4677000000000001
exp1060,-0.0457,-0.3367000000000001,-0.4347
exp1061,-0.0537,-0.0697000000000001,-0.2247
exp1062,-0.3087000000000001,-0.3477,-0.4026999999999999
exp1063,-0.0627000000000002,-0.0787000000000002,-0.0197
exp1064,-0.6797000000000001,-0.7317000000000001,-0.8047000000000001
exp1065,-0.0247000000000001,-0.0857000000000001,-0.3997
exp1066,-0.0657,-0.0497,-0.1557000000000001
exp1067,-0.4337000000000001,-0.4927,-0.5907000000000001
exp1068,-0.3567000000000001,-0.4006999999999999,-0.4677000000000001
exp1069,-0.0187000000000001,-0.1787,-0.3397
exp1070,-0.3786999999999999,-0.4266999999999999,-0.4936999999999999
exp1071,-0.0317,-0.0867000000000002,-0.3666999999999999
exp1072,-0.3617,-0.4037,-0.4587
exp1073,-0.3837,-0.4337000000000001,-0.5087
exp1074,-0.2896999999999999,-0.3746999999999999,-0.4767
exp1075,-0.6797000000000001,-0.7257000000000001,-0.7696999999999999
exp1076,-0.6246999999999999,-0.7037000000000001,-0.7787000000000001
exp1077,-0.2456999999999999,-0.3007000000000001,-0.3427000000000001
exp1078,0.0012999999999998,-0.3517,-0.4137
exp1079,-0.6597000000000001,-0.7067,-0.7516999999999999
exp1080,-0.0287000000000001,-0.3107000000000001,-0.3717
exp1081,-0.0237,0.0032999999999998,-0.3587000000000001
exp1082,-0.3487000000000001,-0.3937,-0.4567
exp1083,-0.3507000000000001,-0.3966999999999999,-0.4597000000000001
exp1084,-0.2667,-0.3027000000000001,-0.3487000000000001
exp1085,-0.0457,-0.0577,-0.1257000000000001
exp1086,-0.0177,-0.3207000000000001,-0.4126999999999999
exp1087,-0.6346999999999999,-0.6877000000000001,-0.7516999999999999
exp1088,-0.4577000000000001,-0.5567000000000001,-0.6667
exp1089,-0.2836999999999999,-0.3197,-0.3686999999999999
exp1090,-0.0127000000000001,-0.0777000000000001,-0.3597
exp1091,-0.0237,-0.2667,-0.3547000000000001
exp1092,-0.0227000000000001,-0.0887000000000002,-0.3577
exp1093,-0.2656999999999999,-0.3027000000000001,-0.3487000000000001
exp1094,-0.4477000000000001,-0.4807,-0.5277
exp1095,-0.0787000000000002,-0.3377,-0.4487
exp1096,-0.3737,-0.4226999999999999,-0.4887
exp1097,-0.4657000000000001,-0.5617,-0.6707
exp1098,-0.3147000000000001,-0.3857,-0.4996999999999999
exp1099,-0.5176999999999999,-0.6067000000000001,-0.7416999999999999
exp1100,-0.0197,-0.2687,-0.3547000000000001
exp1101,-0.4727,-0.5367000000000001,-0.6077
exp1102,-0.4947,-0.5667000000000001,-0.6457
exp1103,-0.0157,-0.2347,-0.3187000000000001
exp1104,-0.2907,-0.3817,-0.4967
exp1105,-0.0487000000000001,-0.2516999999999999,-0.3027000000000001
exp1106,-0.1237000000000001,-0.2157000000000001,-0.3016999999999999
exp1107,-0.2916999999999999,-0.3926999999999999,-0.5387000000000001
exp1108,-0.0027000000000001,-0.2007,-0.2796999999999999
exp1109,-0.0177,-0.2217000000000001,-0.3097
exp1110,-0.4637000000000001,-0.5857,-0.6717000000000001
exp1111,-0.3726999999999999,-0.4337000000000001,-0.5136999999999999
exp1112,-0.5176999999999999,-0.6197,-0.7097000000000001
exp1113,-0.0117,-0.0647000000000002,-0.3697
exp1114,-0.5797,-0.6877000000000001,-0.8227000000000001
exp1115,-0.3537,-0.4697000000000001,-0.5797
exp1116,-0.6067000000000001,-0.6857000000000001,-0.7627
exp1117,-0.0617,-0.2387,-0.3237
exp1118,-0.2896999999999999,-0.3737,-0.5257
exp1119,-0.5287000000000001,-0.6146999999999999,-0.7117000000000001
exp1120,-0.5747000000000001,-0.6386999999999999,-0.6937000000000001
exp1121,-0.3267000000000001,-0.3886999999999999,-0.4787
exp1122,-0.4497000000000001,-0.5307000000000001,-0.6237
exp1123,-0.3347000000000001,-0.4286999999999999,-0.5477
exp1124,-0.0287000000000001,-0.3087000000000001,-0.4017
exp1125,-0.0087000000000001,-0.2667,-0.3567000000000001
exp1126,-0.4146999999999999,-0.5007,-0.5777
exp1127,-0.2727,-0.3477,-0.4157
exp1128,-0.4197000000000001,-0.5187,-0.6206999999999999
exp1129,-0.5167,-0.6007000000000001,-0.6997000000000001
exp1130,-0.2987000000000001,-0.3597,-0.4257000000000001
exp1131,-0.6146999999999999,-0.7357000000000001,-0.8547000000000001
exp1132,-0.5087,-0.5967000000000001,-0.7037000000000001
exp1133,-0.0027000000000001,-0.2576999999999999,-0.3047000000000001
exp1134,-0.4177,-0.4797000000000001,-0.5697
exp1135,-0.0127000000000001,-0.3227000000000001,
exp1136,-0.3187000000000001,-0.3577,-0.4157
exp1137,-0.3056999999999999,-0.3497,-0.4137
exp1138,-0.3866999999999999,-0.4487,-0.5377
exp1139,-0.0397,-0.3607000000000001,-0.3906999999999999
exp1140,-0.2747,-0.3036999999999999,-0.3457
exp1141,-0.3207000000000001,-0.3567000000000001,-0.4226999999999999
exp1142,-0.3957,-0.5047,-0.6217
exp1143,-0.3357,-0.4687,-0.6847
exp1144,-0.2747,-0.3447000000000001,-0.4327
exp1145,-0.1057000000000001,-0.2967000000000001,-0.3397
exp1146,-0.2787,-0.3377,-0.3997
exp1147,-0.0737000000000001,-0.2416999999999999,-0.3267000000000001
exp1148,-0.3917,-0.5127,-0.6266999999999999
exp1149,-0.2887,-0.3786999999999999,-0.5407000000000001
exp1150,-0.4677000000000001,-0.5267000000000001,-0.6017
exp1151,-0.2827,-0.3577,-0.4487
exp1152,-0.7037000000000001,-0.7547,-0.8147000000000001
exp1153,-0.0587000000000001,-0.1207,-0.3986999999999999
exp1154,-0.3227000000000001,-0.3786999999999999,-0.4717000000000001
exp1155,-0.0317,-0.0187000000000001,-0.3217
exp1156,-0.0357,-0.2596999999999999,-0.3036999999999999
exp1157,-0.1027000000000002,-0.2277000000000001,-0.3056999999999999
exp1158,-0.2996999999999999,-0.3517,-0.4447
exp1159,-0.6847,-0.7627,-0.8547000000000001
exp1160,-0.0037,-0.0307000000000001,-0.3077
exp1161,-0.1926999999999999,-0.2867,-0.3726999999999999
exp1162,0.0072999999999998,-0.2696999999999999,-0.3347000000000001
exp1163,-0.2787,-0.3187000000000001,-0.3646999999999999
exp1164,0.0032999999999998,-0.2507,-0.3036999999999999
exp1165,-0.5867000000000001,-0.6767,-0.7827000000000001
exp1166,-0.3167000000000001,-0.4046999999999999,-0.5207
exp1167,-0.3547000000000001,-0.4146999999999999,-0.4987
exp1168,-0.3646999999999999,-0.4737000000000001,-0.6146999999999999
exp1169,-0.4916999999999999,-0.5737,-0.6567
exp1170,-0.4617000000000001,-0.5367000000000001,-0.6146999999999999
exp1171,-0.3187000000000001,-0.3906999999999999,-0.4996999999999999
exp1172,-0.2676999999999999,-0.3806999999999999,-0.4857000000000001
exp1173,-0.3746999999999999,-0.4557000000000001,-0.5637
exp1174,-0.5056999999999999,-0.6226999999999999,-0.7447
exp1175,-0.0107000000000001,-0.2947000000000001,-0.3527000000000001
exp1176,-0.5597,-0.6226999999999999,-0.6897000000000001
exp1177,-0.0097,-0.1627,-0.3677
exp1178,-0.2816999999999999,-0.3087000000000001,-0.3577
exp1179,-0.0517,-0.3097,-0.3786999999999999
exp1180,-0.4517000000000001,-0.5016999999999999,-0.5977
exp1181,-0.0427000000000001,-0.2267,-0.3147000000000001
exp1182,-0.0287000000000001,-0.3036999999999999,-0.3966999999999999
exp1183,-0.2427,-0.3297,-0.4467
exp1184,-0.3327000000000001,-0.4277000000000001,-0.5417
exp1185,-0.5357,-0.6437,-0.7496999999999999
exp1186,-0.3217,-0.3726999999999999,-0.4537000000000001
exp1187,-0.0177,-0.0547000000000001,-0.3557
exp1188,-0.0157,-0.3007000000000001,-0.3527000000000001
exp1189,-0.0477,-0.3217,-0.3646999999999999
exp1190,-0.4777000000000001,-0.5417,-0.6377
exp1191,-0.3117,-0.3607000000000001,-0.4217000000000001
exp1192,-0.0177,-0.0887000000000002,-0.3677
exp1193,-0.5096999999999999,-0.5667000000000001,-0.6286999999999999
exp1194,-0.6346999999999999,-0.7177000000000001,-0.8117
exp1195,-0.6807,-0.7467,-0.8207000000000001
exp1196,-0.7487,-0.8537,-0.9217
exp1197,-0.7287,-0.8267000000000001,-0.9187
exp1198,-0.7716999999999999,-0.8766999999999999,-0.9467
exp1199,-0.3577,-0.4857000000000001,-0.7067
exp1200,-0.2867,-0.3686999999999999,-0.4987
exp1201,-0.0067000000000001,-0.2427,-0.3287000000000001
exp1202,-0.1007000000000002,-0.2516999999999999,-0.4017
exp1203,-0.0087000000000001,-0.1247,-0.3147000000000001
exp1204,0.0122999999999999,-0.2416999999999999,-0.3237
exp1205,-0.0217,-0.2427,-0.3417
exp1206,-0.2576999999999999,-0.3797,-0.5377
exp1207,-0.2947000000000001,-0.3866999999999999,-0.5156999999999999
exp1208,-0.0097,-0.2247,-0.3197
exp1209,-0.0027000000000001,-0.1767,-0.2947000000000001
exp1210,-0.0067000000000001,-0.2307,-0.3427000000000001
exp1211,-0.0057,-0.1767,-0.2867
exp1212,0.0052999999999998,-0.1687,-0.2907
exp1213,-0.0477,-0.1977000000000001,-0.3377
exp1214,-0.0257,-0.1847000000000001,-0.3646999999999999
exp1215,-0.0177,-0.0057,-0.2527
exp1216,-0.1437000000000001,-0.3317,-0.4707
exp1217,-0.1177000000000001,-0.3016999999999999,-0.4437000000000001
exp1218,0.0042999999999999,-0.1097000000000001,-0.2496999999999999
exp1219,-0.0007000000000001,-0.1617000000000001,-0.3137
exp1220,-0.0107000000000001,-0.1737000000000002,-0.3036999999999999
exp1221,-0.0477,-0.1527,-0.2976999999999999
exp1222,0.0092999999999998,-0.1807,-0.2967000000000001
exp1223,-0.0037,-0.1507,-0.2976999999999999
exp1224,-0.0577,-0.1926999999999999,-0.3866999999999999
exp1225,-0.3157,-0.5096999999999999,-0.6337
exp1226,-0.0127000000000001,-0.2167,-0.3167000000000001
exp1227,-0.0537,-0.1937000000000001,-0.3367000000000001
exp1228,-0.0467000000000001,-0.1717000000000001,-0.3127000000000001
exp1229,-0.0077,-0.1477000000000001,-0.2876999999999999
exp1230,-0.0847000000000002,-0.2307,-0.5207
exp1231,-0.0437,-0.2197000000000001,-0.3307000000000001
exp1232,-0.0557,-0.2536999999999999,-0.3977
exp1233,-0.0557,-0.1597000000000001,-0.3207000000000001
exp1234,-0.0067000000000001,-0.1437000000000001,-0.3137
exp1235,-0.0097,0.0112999999999998,-0.2927
exp1236,-0.0127000000000001,-0.1077000000000001,-0.2767
exp1237,-0.0257,-0.0837000000000001,-0.2396999999999999
exp1238,-0.0167000000000001,-0.0607000000000002,-0.2317000000000001
exp1239,-0.0157,-0.1557000000000001,-0.4707
exp1240,0.0122999999999999,-0.3016999999999999,-0.5697
exp1241,0.0052999999999998,-0.0577,-0.3217
exp1242,-0.0067000000000001,-0.0447000000000001,-0.2727
exp1243,-0.0097,-0.0337,-0.2317000000000001
exp1244,,0.0112999999999998,-0.3247000000000001
exp1245,0.0052999999999998,-0.0957000000000001,-0.3437
exp1246,,-0.0237,-0.3937
exp1247,0.0112999999999998,-0.1257000000000001,-0.3846999999999999
exp1248,0.0002999999999999,-0.1737000000000002,-0.3107000000000001
exp1249,0.0092999999999998,-0.0937000000000001,-0.4777000000000001
exp1250,0.0002999999999999,-0.0617,-0.2827
exp1251,0.0002999999999999,-0.0977000000000001,-0.3067000000000001
exp1252,-0.0107000000000001,-0.1957000000000001,-0.5227
exp1253,-0.0077,-0.0797000000000001,-0.3087000000000001
exp1254,-0.0087000000000001,-0.2337000000000001,-0.4006999999999999
exp1255,0.0062999999999999,-0.0627000000000002,-0.3147000000000001
exp1256,-0.0017,-0.0807000000000002,-0.2796999999999999
exp1257,0.0112999999999998,-0.3437,-0.5437
exp1258,0.0012999999999998,-0.0217,-0.2736999999999999
