Experiment,V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,blank,Volt,Time,Overpotential V at 10.0 mA/cm2,Overpotential V at 20.0 mA/cm2,Overpotential V at 30.0 mA/cm2,Overpotential V at 40.0 mA/cm2,Overpotential V at 50.0 mA cm-2
exp78,0,5,0,0,25,5,0,10,0,10,15,-1.1,90,-0.4417,-0.5147,-0.5567,-0.5837,-0.6037
exp143,5,0,0,0,5,0,15,15,5,20,5,-1.2,90,-0.6777,-0.7097,-0.7297,-0.7457,-0.7587
exp473,5,15,0,5,10,5,0,0,0,20,10,-1.3,150,-0.6337,-0.6757,-0.7007,-0.7197,-0.7367
exp132,0,0,5,15,0,0,5,15,5,20,5,-1.1,60,-0.3057,-0.3587,-0.3957,-0.4237,-0.4467
exp296,10,0,5,5,0,10,5,10,0,15,10,-1.2,60,-0.5277,-0.5617,-0.5807,-0.5957,-0.6077
exp574,0,0,0,0,50,0,0,20,0,0,0,-1.5,180,-0.3037,-0.3437,-0.3727,-0.3957,-0.4157
exp490,0,10,15,5,0,0,5,25,5,0,5,-1.3,120,-0.4257,-0.4827,-0.5177,-0.5427,-0.5637
exp565,4,0,0,4,4,4,4,7,7,7,29,-1.3,120,-0.3157,-0.3637,-0.4017,-0.4297,-0.4517
exp577,0,0,20,0,20,10,0,0,0,20,20,-1.5,180,-0.3937,-0.4277,-0.4497,-0.4677,-0.4827
exp550,8,8,0,0,8,0,0,0,0,7,39,-1.2,60,,,,,
exp392,5,0,0,10,10,0,15,10,15,5,0,-1.1,60,-0.7077,-0.7327,-0.7487,-0.7607,-0.7717
exp484,20,15,0,0,0,5,0,5,15,5,5,-1.1,90,-0.5657,-0.5967,-0.6167,-0.6327,-0.6467
exp220,10,5,0,0,5,5,0,5,10,30,0,-1.5,150,-0.5847,-0.6237,-0.6467,-0.6647,-0.6807
exp30,0,15,0,10,0,5,0,0,20,15,5,-1.3,150,-0.6607,-0.6897,-0.7077,-0.7207,-0.7317
exp243,10,0,0,5,5,0,0,10,5,10,25,-1.4,120,-0.4377,-0.5187,-0.5637,-0.5937,-0.6147
exp448,0,20,5,5,0,0,10,5,10,5,10,-1.1,120,-0.6067,-0.6357,-0.6557,-0.6707,-0.6847
exp128,0,20,5,15,5,5,0,10,0,10,0,-1.2,150,-0.2467,-0.2827,-0.3077,-0.3277,-0.3447
exp199,5,5,15,0,0,5,0,10,5,20,5,-1.1,60,-0.6407,-0.6827,-0.7077,-0.7267,-0.7437
exp466,5,5,5,20,0,5,0,10,0,15,5,-1.4,60,-0.3457,-0.3917,-0.4247,-0.4497,-0.4717
exp15,20,0,0,0,10,0,0,10,0,15,15,-1.2,150,-0.6117,-0.6507,-0.6727,-0.6887,-0.7027
exp53,0,0,0,10,5,10,15,5,15,10,0,-1.4,120,-0.5837,-0.6287,-0.6517,-0.6677,-0.6797
exp374,0,5,0,20,0,0,0,5,10,20,10,-1.3,90,-0.3577,-0.4067,-0.4397,-0.4647,-0.4857
exp33,25,0,0,0,0,0,5,20,0,10,10,-1.5,150,-0.7927,-0.8207,-0.8397,-0.8547,-0.8677
exp543,0,0,0,0,8,0,8,7,7,7,33,-1.4,90,-0.6397,-0.6717,-0.6867,-0.6977,-0.7077
exp23,5,15,0,0,5,5,0,25,10,0,5,-1.1,150,-0.5337,-0.5957,-0.6267,-0.6487,-0.6657
exp192,0,10,0,0,5,10,0,0,0,20,25,-1.3,60,-0.4927,-0.5287,-0.5537,-0.5737,-0.5907
exp529,8,0,8,8,0,0,0,7,7,0,32,-1.4,180,-0.2837,-0.3357,-0.3707,-0.3987,-0.4237
exp137,10,5,25,0,5,5,0,20,0,0,0,-1.3,120,-0.4187,-0.4737,-0.5107,-0.5387,-0.5607
exp302,0,0,5,15,0,15,5,0,15,10,5,-1.2,150,-0.6077,-0.6477,-0.6727,-0.6937,-0.7097
exp251,5,5,20,5,5,5,0,15,0,5,5,-1.4,90,,,,,
exp57,5,10,10,5,5,5,0,0,30,0,0,-1.4,90,-0.8087,-0.8347,-0.8517,-0.8657,-0.8787
exp405,0,5,5,5,0,10,0,15,10,0,20,-1.3,90,-0.5287,-0.6097,-0.6427,-0.6627,-0.6777
exp48,5,10,0,0,5,0,10,35,0,5,0,-1.4,90,-0.7627,-0.7887,-0.8037,-0.8157,-0.8267
exp218,0,5,5,0,5,15,0,10,20,0,10,-1.2,90,-0.6007,-0.6527,-0.6807,-0.7017,-0.7167
exp189,20,0,0,5,0,10,10,15,10,0,0,-1.2,60,-0.5847,-0.6257,-0.6477,-0.6627,-0.6747
exp584,0,0,0,0,25,25,0,0,0,20,20,-1.0,180,-0.3547,-0.3767,-0.3907,-0.4027,-0.4137
exp334,0,0,10,0,0,0,30,5,5,15,5,-1.4,120,-0.8237,-0.8587,-0.8827,-0.9027,-0.9207
exp587,0,0,0,0,30,20,0,20,0,0,0,-1.0,180,-0.4017,-0.5087,-0.5687,-0.6017,-0.6317
exp337,15,10,0,5,0,15,0,0,0,20,5,-1.5,60,-0.5527,-0.6007,-0.6347,-0.6617,-0.6827
exp266,0,5,0,5,10,0,0,10,15,25,0,-1.2,90,-0.6937,-0.7457,-0.7747,-0.7947,-0.8087
exp74,15,5,5,0,0,15,5,0,15,5,5,-1.3,90,-0.8557,-0.9157,-0.9537,-0.9817,-1.0047
exp533,8,0,0,0,8,8,8,15,0,15,8,-1.5,150,-0.2847,-0.3437,-0.3847,-0.4177,-0.4457
exp505,0,0,8,8,0,0,8,15,0,0,31,-1.5,150,-0.0997,-0.2807,-0.3037,-0.3197,-0.3337
exp502,8,0,0,8,0,0,0,15,0,15,24,-1.4,90,-0.3377,-0.3837,-0.4167,-0.4437,-0.4647
exp447,0,10,0,0,0,15,0,30,5,10,0,-1.4,150,-0.6007,-0.6327,-0.6537,-0.6707,-0.6847
exp545,8,0,8,0,0,8,0,7,7,0,32,-1.5,90,-0.6427,-0.6977,-0.7237,-0.7407,-0.7547
exp180,0,15,5,0,10,0,0,15,0,20,5,-1.1,150,,,,,
exp521,0,8,0,0,0,0,0,0,0,15,47,-1.5,180,-0.7957,-0.8297,-0.8527,-0.8707,-0.8857
exp114,5,0,10,0,0,0,10,30,5,5,5,-1.3,60,-0.7617,-0.7827,-0.7977,-0.8097,-0.8207
exp414,15,5,0,15,0,0,5,5,10,5,10,-1.5,150,-0.4017,-0.4577,-0.4967,-0.5277,-0.5527
exp191,20,0,0,20,5,0,0,0,25,0,0,-1.5,90,-0.3637,-0.4077,-0.4377,-0.4617,-0.4827
exp352,5,10,10,0,15,0,0,0,0,25,5,-1.1,90,-0.6517,-0.6927,-0.7197,-0.7407,-0.7597
exp343,0,5,5,0,10,10,15,20,0,0,5,-1.1,150,-0.3497,-0.3977,-0.4307,-0.4557,-0.4777
exp284,5,0,0,10,5,10,5,5,15,0,15,-1.3,90,-0.6057,-0.6547,-0.6827,-0.7027,-0.7187
exp36,10,10,0,0,5,0,0,35,10,0,0,-1.1,60,-0.8257,-0.8477,-0.8627,-0.8747,-0.8847
exp211,0,30,10,0,0,0,0,0,20,5,5,-1.2,90,-0.6337,-0.6797,-0.7067,-0.7277,-0.7467
exp46,5,0,5,5,10,10,5,5,15,0,10,-1.5,120,-0.7217,-0.7607,-0.7827,-0.7987,-0.8117
exp513,0,0,0,8,8,8,8,7,7,7,17,-1.5,180,,,,,
exp331,15,20,10,0,0,5,0,15,5,0,0,-1.1,150,-0.7827,-0.8097,-0.8277,-0.8427,-0.8567
exp108,5,0,0,5,5,20,0,10,0,25,0,-1.3,150,-0.3557,-0.4217,-0.4687,-0.5037,-0.5287
exp482,0,5,10,20,0,0,0,25,0,0,10,-1.4,120,-0.3187,-0.3587,-0.3877,-0.4117,-0.4317
exp283,0,5,0,0,15,10,20,15,0,5,0,-1.4,90,-0.3027,-0.3447,-0.3747,-0.4067,-0.4247
exp221,0,5,0,10,0,0,5,5,30,5,10,-1.5,150,-0.7287,-0.7527,-0.7667,-0.7777,-0.7857
exp544,0,0,0,8,8,0,8,15,0,15,16,-1.1,60,-0.4827,-0.5327,-0.5567,-0.5727,-0.5847
exp393,0,15,5,5,0,5,5,30,5,0,0,-1.5,150,-0.3537,-0.3977,-0.4297,-0.4557,-0.4777
exp423,15,15,0,0,0,0,0,0,35,0,5,-1.2,150,-0.7777,-0.8067,-0.8277,-0.8457,-0.8627
exp295,10,0,5,5,0,5,0,15,15,5,10,-1.1,120,-0.7007,-0.7327,-0.7517,-0.7647,-0.7767
exp338,20,15,0,0,0,5,5,5,15,0,5,-1.2,150,-0.6917,-0.7247,-0.7467,-0.7637,-0.7797
exp510,8,0,0,0,8,0,8,0,15,15,16,-1.1,180,-0.5747,-0.6257,-0.6617,-0.6917,-0.7137
exp440,20,5,0,0,10,0,5,20,0,0,10,-1.5,150,-0.7337,-0.7627,-0.7827,-0.7987,-0.8127
exp47,15,0,10,0,20,0,5,5,5,10,0,-1.4,60,-0.5807,-0.6457,-0.6697,-0.6857,-0.6977
exp483,5,0,0,5,5,10,5,10,25,5,0,-1.5,90,-0.6377,-0.6847,-0.7157,-0.7387,-0.7577
exp301,5,25,0,0,0,0,0,15,5,15,5,-1.2,150,,,,,
exp408,5,0,15,15,0,10,0,0,20,5,0,-1.4,120,-0.5657,-0.6377,-0.6797,-0.7107,-0.7367
exp514,0,8,0,8,8,8,0,0,0,7,31,-1.4,150,-0.1517,-0.1987,-0.2197,-0.2327,-0.2427
exp389,0,30,5,0,0,5,0,0,25,5,0,-1.5,120,-0.8637,-0.8987,-0.9227,-0.9427,-0.9607
exp39,0,15,0,10,10,5,0,20,5,0,5,-1.5,90,-0.3097,-0.3477,-0.3757,-0.3977,-0.4177
exp123,10,10,5,10,0,0,10,15,5,5,0,-1.2,90,-0.6197,-0.6517,-0.6697,-0.6837,-0.6947
exp368,25,10,0,0,5,5,0,5,5,10,5,-1.2,150,,,,,
exp458,5,5,15,0,0,0,10,15,5,10,5,-1.4,60,-0.7067,-0.7367,-0.7587,-0.7757,-0.7927
exp386,0,0,0,0,25,0,10,5,20,0,10,-1.2,120,-0.7067,-0.7547,-0.7897,-0.8177,-0.8407
exp557,0,0,8,0,0,8,8,15,0,0,31,-1.2,90,-0.5357,-0.5967,-0.6377,-0.6717,-0.7007
exp464,10,15,5,0,5,0,0,0,5,20,10,-1.5,150,-0.7137,-0.7507,-0.7767,-0.7987,-0.8177
exp22,0,5,15,5,5,0,10,0,15,5,10,-1.3,150,-0.1317,-0.2037,-0.2537,-0.4017,-0.4207
exp127,0,5,15,5,15,0,0,5,0,15,10,-1.5,90,-0.2427,-0.2817,-0.3087,-0.3297,-0.3477
exp391,0,0,5,5,5,10,0,15,5,0,25,-1.2,150,-0.3257,-0.3737,-0.4077,-0.4347,-0.4577
exp527,0,0,0,0,0,8,8,0,15,0,39,-1.1,150,-0.7627,-0.7837,-0.7977,-0.8077,-0.8177
exp383,0,10,0,0,5,15,0,0,35,5,0,-1.2,120,-0.7107,-0.7567,-0.7897,-0.8177,-0.8417
exp427,0,5,20,0,10,10,0,0,10,15,0,-1.2,120,-0.2847,-0.3217,-0.3467,-0.3667,-0.3847
exp269,10,15,10,0,0,10,0,5,0,20,0,-1.3,120,,,,,
exp421,5,0,0,5,15,5,5,5,20,0,10,-1.1,60,-0.5587,-0.6057,-0.6327,-0.6527,-0.6697
exp553,0,0,0,0,8,8,8,15,15,0,16,-1.2,60,-0.4047,-0.4857,-0.5287,-0.5557,-0.5747
exp336,10,0,5,0,5,0,0,0,0,35,15,-1.4,150,-0.5917,-0.6447,-0.6787,-0.7057,-0.7287
exp274,5,5,0,5,0,15,5,15,0,5,15,-1.1,150,,,,,
exp576,0,0,0,0,25,15,0,30,0,0,0,-1.0,120,-0.6567,-0.7157,-0.7457,-0.7667,-0.7837
exp523,8,0,0,0,0,8,0,15,15,15,9,-1.1,60,-0.7157,-0.7417,-0.7577,-0.7707,-0.7817
exp35,10,5,5,15,0,0,10,5,0,15,5,-1.3,90,-0.5347,-0.6087,-0.6347,-0.6497,-0.6617
exp548,8,0,0,8,0,8,8,15,0,0,23,-1.1,90,,,,,
exp227,0,5,5,15,5,5,0,20,0,15,0,-1.2,60,,,,,
exp174,0,0,5,5,0,0,20,25,0,0,15,-1.2,150,-0.3557,-0.4037,-0.4337,-0.4597,-0.4827
exp257,5,0,10,10,0,5,5,10,10,0,15,-1.3,150,,,,,
exp394,5,10,0,0,0,0,10,30,10,0,5,-1.5,150,-0.7887,-0.8107,-0.8257,-0.8387,-0.8497
exp51,0,10,15,0,0,0,15,0,20,5,5,-1.4,120,-0.8297,-0.8497,-0.8637,-0.8737,-0.8827
exp586,0,0,0,15,0,35,0,15,5,0,0,-1.0,180,-0.5827,-0.6557,-0.6887,-0.7097,-0.7267
exp314,5,25,0,0,5,0,0,25,0,10,0,-1.4,90,,,,,
exp147,5,5,5,15,0,0,10,10,15,5,0,-1.5,90,-0.6347,-0.6797,-0.7077,-0.7267,-0.7427
exp552,8,0,8,0,8,8,8,7,7,0,16,-1.2,150,-0.3097,-0.3657,-0.4007,-0.4277,-0.4487
exp450,0,5,0,10,15,5,5,15,5,0,10,-1.5,90,-0.2587,-0.2957,-0.3217,-0.3427,-0.3617
exp507,8,0,0,8,8,0,0,7,7,7,25,-1.1,150,-0.2497,-0.2947,-0.3237,-0.3457,-0.3637
exp62,0,0,10,0,0,10,0,0,5,45,0,-1.2,60,-0.7057,-0.7387,-0.7577,-0.7727,-0.7847
exp80,0,0,10,0,0,0,25,5,10,10,10,-1.1,150,-0.8217,-0.8437,-0.8587,-0.8707,-0.8817
exp185,0,0,0,20,10,0,0,0,20,15,5,-1.4,60,-0.6537,-0.6777,-0.6917,-0.7027,-0.7107
exp317,0,5,10,5,10,10,0,0,5,25,0,-1.5,60,-0.5607,-0.6367,-0.6787,-0.7077,-0.7297
exp187,0,30,0,10,0,0,5,0,10,10,5,-1.2,90,-0.6737,-0.7157,-0.7417,-0.7627,-0.7807
exp316,5,20,10,5,10,0,0,20,0,0,0,-1.5,90,,,,,
exp237,0,0,10,0,10,25,0,5,5,10,5,-1.1,150,-0.5307,-0.5917,-0.6327,-0.6617,-0.6857
exp111,5,15,0,0,5,0,10,5,15,10,5,-1.2,150,-0.2727,-0.3057,-0.3267,-0.3437,-0.3577
exp532,8,0,0,8,8,8,8,0,15,15,0,-1.2,90,-0.5137,-0.5887,-0.6287,-0.6537,-0.6687
exp300,0,5,10,10,0,20,0,5,10,10,0,-1.5,90,,,,,
exp498,0,10,0,5,30,0,0,5,10,10,0,-1.5,120,-0.3917,-0.4597,-0.5097,-0.5487,-0.5847
exp508,8,0,0,0,8,0,0,15,0,0,39,-1.5,60,-0.6777,-0.7037,-0.7217,-0.7357,-0.7477
exp452,15,15,5,5,0,5,0,5,15,5,0,-1.2,120,-0.5687,-0.6077,-0.6317,-0.6497,-0.6657
exp304,0,5,20,5,20,0,0,0,15,5,0,-1.3,60,-0.5877,-0.6467,-0.6797,-0.7077,-0.7267
exp5,0,10,0,5,15,5,0,10,10,15,0,-1.3,120,-0.6137,-0.6627,-0.6927,-0.7157,-0.7347
exp100,5,0,0,0,20,10,0,10,25,0,0,-1.1,90,-0.7157,-0.7817,-0.8237,-0.8577,-0.8847
exp81,15,0,0,20,0,0,10,15,5,5,0,-1.2,120,-0.5857,-0.6377,-0.6597,-0.6737,-0.6847
exp492,25,0,10,0,0,10,0,15,5,5,0,-1.5,150,-0.6627,-0.6897,-0.7077,-0.7217,-0.7347
exp222,10,10,15,0,5,0,5,20,0,0,5,-1.2,90,-0.7257,-0.7687,-0.7917,-0.8077,-0.8217
exp403,0,15,5,0,5,5,0,15,5,20,0,-1.5,90,-0.4627,-0.5287,-0.5717,-0.6037,-0.6287
exp471,15,0,5,5,5,10,0,5,15,5,5,-1.4,60,-0.4997,-0.5617,-0.5907,-0.6117,-0.6297
exp184,0,5,5,15,10,0,5,15,5,5,5,-1.4,90,-0.3027,-0.3447,-0.3727,-0.3957,-0.4137
exp84,0,5,0,0,10,10,0,10,20,0,15,-1.1,150,-0.5377,-0.6087,-0.6437,-0.6667,-0.6837
exp181,0,0,10,25,5,5,5,5,10,5,0,-1.2,150,-0.3037,-0.3477,-0.3747,-0.3957,-0.4137
exp248,0,5,0,0,30,0,0,0,20,10,5,-1.3,90,,,,,
exp252,5,0,0,0,10,35,0,10,5,5,0,-1.2,90,-0.4547,-0.5077,-0.5387,-0.5607,-0.5777
exp177,25,5,0,0,0,5,0,25,0,0,10,-1.1,90,-0.6577,-0.6957,-0.7217,-0.7447,-0.7707
exp362,0,0,0,5,5,5,25,10,5,10,5,-1.1,150,-0.3727,-0.4377,-0.4807,-0.5137,-0.5397
exp566,4,4,0,4,4,4,4,0,0,7,39,-1.3,120,-0.2517,-0.2747,-0.2907,-0.3057,-0.3187
exp11,0,5,0,15,5,15,0,5,0,25,0,-1.1,60,-0.4267,-0.4647,-0.4897,-0.5087,-0.5247
exp320,0,5,0,20,0,5,15,5,10,5,5,-1.3,120,-0.3167,-0.3577,-0.3897,-0.4157,-0.4377
exp82,0,15,5,10,10,0,0,15,10,5,0,-1.2,120,-0.3567,-0.4027,-0.4327,-0.4547,-0.4737
exp370,0,5,0,0,0,30,5,20,5,5,0,-1.4,60,-0.5757,-0.6027,-0.6247,-0.6437,-0.6607
exp488,0,20,5,5,0,10,0,5,10,15,0,-1.5,90,-0.5197,-0.5637,-0.5877,-0.6067,-0.6217
exp330,5,15,0,5,0,0,25,0,10,10,0,-1.5,120,-0.6447,-0.6777,-0.6987,-0.7147,-0.7297
exp437,5,5,20,5,0,5,0,15,0,5,10,-1.4,60,-0.4027,-0.4447,-0.4767,-0.5017,-0.5237
exp18,0,0,0,0,10,15,0,10,10,15,10,-1.4,60,-0.4447,-0.5247,-0.5627,-0.5867,-0.6047
exp476,10,10,0,0,0,0,5,15,10,15,5,-1.3,120,-0.7197,-0.7597,-0.7857,-0.8077,-0.8267
exp54,10,0,0,5,0,5,10,5,10,10,15,-1.1,90,-0.6347,-0.6647,-0.6847,-0.6997,-0.7127
exp134,0,5,10,5,10,0,15,0,10,15,0,-1.5,120,-0.4887,-0.5507,-0.5937,-0.6227,-0.6467
exp55,25,5,0,0,10,0,5,0,0,20,5,-1.4,120,-0.6107,-0.6447,-0.6667,-0.6847,-0.6987
exp135,0,10,0,0,0,0,30,20,0,0,10,-1.1,60,-0.7487,-0.7787,-0.8007,-0.8197,-0.8347
exp59,0,5,20,5,0,0,10,0,0,30,0,-1.3,150,-0.0687,-0.1307,-0.1887,-0.2367,-0.2777
exp367,5,0,10,5,20,0,5,5,20,0,0,-1.5,60,-0.7267,-0.7687,-0.7947,-0.8167,-0.8357
exp308,0,0,0,0,10,25,5,0,5,15,10,-1.3,150,,,,,
exp549,0,0,8,8,0,8,8,0,15,0,23,-1.4,90,,,,,
exp306,5,10,5,0,5,5,15,5,15,0,5,-1.3,150,,,,,
exp378,0,0,0,15,0,5,0,20,10,5,15,-1.3,90,-0.3137,-0.3567,-0.3867,-0.4107,-0.4317
exp14,20,20,5,5,0,0,0,0,20,0,0,-1.4,60,-0.7637,-0.7807,-0.7927,-0.8017,-0.8097
exp313,5,5,0,10,0,5,10,25,10,0,0,-1.4,90,,,,,
exp534,0,0,0,0,8,0,0,15,15,15,17,-1.2,150,-0.5957,-0.6447,-0.6647,-0.6777,-0.6887
exp195,0,15,0,0,0,10,0,10,30,5,0,-1.2,150,-0.5847,-0.6717,-0.7197,-0.7537,-0.7807
exp188,5,0,0,10,15,5,10,0,5,20,0,-1.3,90,-0.2937,-0.3207,-0.3407,-0.3587,-0.3737
exp120,5,10,10,0,0,0,0,0,30,15,0,-1.4,120,-0.7707,-0.7937,-0.8097,-0.8227,-0.8337
exp69,10,0,0,15,10,0,0,20,5,10,0,-1.4,90,-0.3157,-0.3557,-0.3847,-0.4077,-0.4267
exp67,0,0,10,20,10,0,10,0,5,15,0,-1.3,120,-0.3457,-0.3747,-0.3897,-0.4037,-0.4187
exp130,5,0,5,0,15,0,5,0,10,25,5,-1.2,90,-0.4747,-0.5517,-0.5987,-0.6357,-0.6657
exp141,20,0,10,0,10,10,0,0,5,15,0,-1.4,150,-0.5067,-0.5537,-0.5887,-0.6167,-0.6397
exp467,0,0,20,0,0,15,0,20,0,0,15,-1.5,60,-0.5717,-0.6007,-0.6217,-0.6407,-0.6567
exp416,15,5,10,5,5,0,5,5,5,15,0,-1.1,90,-0.5707,-0.6197,-0.6447,-0.6627,-0.6777
exp310,0,0,15,5,15,0,0,0,10,15,10,-1.1,120,,,,,
exp223,15,0,5,20,0,5,0,20,5,0,0,-1.3,60,-0.4307,-0.4597,-0.4817,-0.4997,-0.5157
exp355,0,10,10,5,0,5,0,15,5,10,10,-1.2,90,-0.4397,-0.4987,-0.5347,-0.5577,-0.5747
exp110,5,0,30,0,0,0,5,0,20,0,10,-1.4,60,-0.8097,-0.8317,-0.8477,-0.8607,-0.8717
exp462,0,0,5,10,15,5,0,5,15,10,5,-1.5,60,-0.3177,-0.3677,-0.4037,-0.4317,-0.4567
exp358,10,5,0,15,5,10,0,0,10,10,5,-1.3,120,-0.3107,-0.3517,-0.3817,-0.4057,-0.4257
exp562,0,0,8,8,8,8,8,15,15,0,0,-1.1,150,-0.3227,-0.3717,-0.4037,-0.4287,-0.4517
exp535,0,0,0,0,0,8,0,15,0,0,47,-1.4,150,-0.5767,-0.6047,-0.6277,-0.6467,-0.6627
exp524,8,0,0,8,0,8,0,0,15,15,16,-1.5,150,-0.6187,-0.6507,-0.6657,-0.6757,-0.6847
exp426,0,0,20,0,5,0,5,0,15,15,10,-1.2,120,-0.5767,-0.6697,-0.7127,-0.7417,-0.7667
exp50,10,0,0,0,0,20,10,10,0,15,5,-1.5,60,-0.5957,-0.6257,-0.6477,-0.6657,-0.6817
exp578,0,0,0,30,20,0,0,0,20,0,0,-1.0,180,-0.7177,-0.7367,-0.7487,-0.7577,-0.7647
exp71,5,0,0,5,5,10,0,5,0,20,20,-1.4,90,-0.3887,-0.4467,-0.4897,-0.5227,-0.5477
